"_id","bar","column","inst_id","created_at","mean","std","updated_at"
"697e0d359e29defc40737c95","1H",close,ETH-USDT-SWAP,2026-01-31 22:09:57.000,2550.1169203333334,853.4047482939193,2026-04-02 16:46:23.000
"697e0d359e29defc40737c97","1H",volume,ETH-USDT-SWAP,2026-01-31 22:09:57.000,1148784.2568426665,1303084.001763027,2026-04-02 16:46:23.000
